transaction_id,customer_id,transaction_date,amount,merchant_category,channel
70,50,2024-12-21,3949.71,Fashion,Offline
71,472,2025-02-17,4632.84,Groceries,Online
72,93,2024-12-11,1337.99,Travel,Offline
73,346,2025-06-19,4239.17,Groceries,Offline
74,195,2024-09-10,5436.58,Fashion,Offline
75,331,2025-04-27,2732.85,Electronics,Online
76,265,2024-07-26,731.93,Travel,Online
77,237,2024-10-17,4666.36,Travel,Offline
78,386,2024-08-08,4717.7,Fashion,Online
79,405,2025-05-16,1427.03,Dining,Offline
80,302,2024-09-25,3635.92,Dining,Online
81,342,2025-02-17,6215.45,Fashion,Online
82,277,2024-09-21,210.26,Fashion,Online
83,483,2024-10-13,5866.09,Groceries,Online
84,20,2024-07-24,7003.19,Dining,Online
85,465,2024-08-18,4821.5,Electronics,Offline
86,485,2025-02-26,6194.86,Dining,Offline
87,158,2025-05-26,9002.95,Groceries,Offline
88,325,2024-07-11,8662.31,Travel,Online
89,292,2024-12-06,2953.41,Dining,Offline
90,164,2024-11-17,9044.95,Fashion,Online
91,262,2025-03-20,1285.63,Fashion,Online
92,415,2025-04-23,4559.55,Groceries,Offline
93,477,2024-12-06,7414.64,Electronics,Online
94,410,2025-05-12,9794.04,Electronics,Online
95,401,2025-06-20,3844.41,Fashion,Offline
96,142,2025-06-01,6834.81,Dining,Online
97,176,2024-08-22,4026.81,Groceries,Offline
98,373,2024-12-10,6711.43,Electronics,Offline
99,416,2024-10-14,3456.46,Electronics,Offline
100,405,2024-11-16,989.98,Travel,Offline
101,315,2024-11-27,2296.36,Travel,Offline
102,208,2025-02-10,227.68,Dining,Offline
103,171,2024-11-03,7518.82,Groceries,Online
104,296,2025-02-07,2319.67,Fashion,Online
105,452,2024-09-12,9227.42,Groceries,Offline
106,84,2025-04-20,8236.83,Electronics,Offline
107,98,2025-01-02,8449.58,Fashion,Offline
108,145,2024-09-04,3712.5,Electronics,Online
109,64,2024-12-20,8656.74,Travel,Online
110,473,2025-04-16,1153.17,Travel,Online
111,13,2024-10-03,8712.01,Electronics,Online
112,153,2024-11-22,2477.18,Groceries,Online
113,83,2025-04-16,898.11,Groceries,Offline
114,262,2024-10-25,9778.41,Fashion,Offline
115,68,2024-11-01,6504.7,Fashion,Online
116,363,2024-07-17,3358.41,Fashion,Offline
117,445,2024-11-23,5610.38,Groceries,Online
118,491,2024-11-16,2115.71,Electronics,Offline
119,489,2025-03-12,4335.15,Groceries,Online
120,93,2025-05-31,7560.38,Fashion,Online
121,53,2025-02-10,5283.04,Travel,Online
122,144,2024-10-08,1009.41,Travel,Offline
123,308,2024-10-03,6500.87,Dining,Offline
124,4,2024-11-26,3124.95,Electronics,Online
125,91,2025-04-27,8410.49,Dining,Offline
126,7,2025-01-08,7887.76,Travel,Online
127,217,2025-06-15,1791.77,Travel,Offline
128,396,2024-08-26,710.08,Fashion,Offline
129,298,2024-09-28,1429.19,Groceries,Online
130,141,2024-08-09,7438.22,Groceries,Offline
131,275,2025-05-24,8983.86,Electronics,Offline
132,168,2024-11-22,219.04,Fashion,Online
133,319,2024-07-12,6249.12,Travel,Offline
134,490,2024-08-17,8900.39,Travel,Offline
135,80,2025-01-18,3190.54,Fashion,Online
136,119,2024-09-29,8398.64,Electronics,Online
137,36,2024-08-29,6255.02,Fashion,Offline
138,80,2024-12-27,2347.28,Travel,Offline
139,343,2024-11-04,5702.65,Electronics,Online
140,102,2025-02-09,6788.55,Travel,Online
141,231,2024-09-21,7690.92,Electronics,Online
142,42,2024-12-29,3593.07,Groceries,Online
143,402,2024-11-04,7112.5,Dining,Online
144,179,2024-10-05,5711.69,Dining,Offline
145,184,2025-01-03,4685.8,Travel,Offline
146,8,2024-10-11,9689.73,Fashion,Online
147,500,2024-09-20,6666.7,Electronics,Online
148,209,2025-06-10,9535.67,Electronics,Online
149,94,2025-04-21,4107.26,Travel,Offline
150,401,2024-12-16,8467.98,Dining,Online
151,150,2025-05-29,7802.87,Dining,Online
152,103,2025-05-15,5181.13,Electronics,Offline
153,74,2024-11-02,7180.29,Travel,Online
154,105,2024-12-25,5695.17,Fashion,Offline
155,75,2025-05-04,3742.71,Electronics,Offline
156,415,2025-02-07,4257.47,Electronics,Online
157,82,2025-04-12,5804.91,Electronics,Online
158,140,2025-03-01,5235.68,Fashion,Online
159,499,2025-04-25,9967.74,Electronics,Offline
160,265,2024-08-04,5091.1,Dining,Offline
161,354,2024-10-06,6404.97,Travel,Offline
162,331,2025-02-19,9601.33,Fashion,Online
163,434,2025-05-17,7201.19,Electronics,Offline
164,62,2025-05-11,4029.08,Dining,Online
165,277,2024-08-10,9839.61,Electronics,Offline
166,378,2025-03-09,9757.4,Electronics,Online
167,107,2025-02-02,8033.89,Groceries,Offline
168,235,2025-05-24,1757.4,Dining,Online
169,437,2024-09-20,6788.32,Dining,Online
170,342,2025-01-15,1989.55,Travel,Online
171,391,2025-02-11,7824.89,Travel,Offline
172,335,2024-09-24,5088.49,Groceries,Offline
173,117,2024-07-14,5631.76,Fashion,Online
174,498,2025-02-05,6088.24,Groceries,Offline
175,274,2025-04-16,9750.38,Electronics,Offline
176,457,2024-09-03,9931.96,Groceries,Offline
177,438,2025-06-23,3823.34,Electronics,Offline
178,383,2024-09-22,4471.53,Groceries,Online
179,81,2024-09-22,7628.83,Groceries,Online
180,176,2025-03-31,7312.76,Travel,Offline
181,260,2024-12-05,5595.86,Dining,Offline
182,479,2024-07-23,4989.24,Groceries,Offline
183,444,2025-04-03,8049.82,Groceries,Offline
184,199,2025-05-18,7801.89,Dining,Online
185,21,2025-03-22,5988.28,Dining,Offline
186,152,2024-12-28,3168.02,Electronics,Offline
187,247,2024-06-29,6281.77,Fashion,Offline
188,29,2025-01-31,5162.57,Electronics,Offline
189,129,2025-05-03,5795.02,Fashion,Online
190,157,2025-01-20,5172.55,Electronics,Online
191,312,2025-01-19,2337.69,Travel,Offline
192,438,2024-12-16,9980.29,Travel,Online
193,393,2025-02-26,6584.98,Fashion,Offline
194,215,2024-10-30,7302.73,Fashion,Offline
195,36,2025-06-09,4939.31,Travel,Online
196,376,2024-08-18,5247.19,Groceries,Online
197,180,2025-03-10,3511.45,Dining,Online
198,269,2025-04-01,8026.55,Dining,Online
199,11,2024-10-02,9204.16,Dining,Offline
200,51,2025-01-22,708.81,Dining,Online
201,62,2025-06-25,3569.89,Travel,Online
202,141,2024-07-14,3271.44,Groceries,Offline
203,155,2025-03-30,8300.75,Travel,Online
204,358,2024-10-30,9860.52,Travel,Offline
205,18,2024-11-09,9684.43,Dining,Online
206,422,2024-09-28,208.7,Dining,Offline
207,59,2024-10-28,4179.92,Groceries,Offline
208,481,2025-03-25,5005.79,Groceries,Offline
209,32,2024-06-25,7291.8,Dining,Offline
210,203,2024-12-02,4919.21,Travel,Offline
211,252,2024-10-02,6914.99,Travel,Offline
212,322,2025-02-25,245.12,Travel,Offline
213,416,2024-10-10,8707.5,Dining,Online
214,432,2024-11-17,8034.0,Travel,Online
215,26,2024-09-17,2379.4,Travel,Online
216,202,2025-01-03,1995.74,Groceries,Online
217,26,2024-07-12,2836.47,Dining,Offline
218,397,2025-02-04,987.48,Travel,Online
219,343,2025-05-22,453.39,Groceries,Online
220,252,2024-10-10,3564.65,Dining,Offline
221,15,2025-05-20,9605.97,Groceries,Online
222,377,2025-02-18,1051.38,Electronics,Offline
223,17,2025-03-21,5394.3,Dining,Online
224,405,2024-08-19,1542.92,Fashion,Offline
225,360,2024-08-19,7083.6,Fashion,Online
226,331,2024-10-01,6443.03,Dining,Offline
227,299,2024-08-09,7206.61,Travel,Offline
228,331,2024-08-06,8463.48,Fashion,Offline
229,228,2024-12-07,1355.54,Dining,Online
230,292,2024-12-29,4119.44,Electronics,Offline
231,257,2025-03-24,6407.41,Dining,Online
232,314,2025-05-24,4679.42,Fashion,Online
233,244,2025-01-17,6393.05,Fashion,Offline
234,500,2025-01-24,4753.19,Fashion,Offline
235,260,2025-04-06,8125.4,Electronics,Online
236,477,2025-04-30,1325.87,Dining,Online
237,308,2024-10-24,2180.22,Electronics,Online
238,403,2024-08-28,3000.61,Groceries,Online
239,192,2025-03-02,1192.51,Dining,Online
240,381,2024-09-28,4446.53,Travel,Offline
241,476,2025-01-29,317.89,Groceries,Online
242,410,2025-05-18,9626.18,Fashion,Online
243,440,2024-09-21,4970.62,Dining,Online
244,255,2025-02-28,4985.71,Fashion,Online
245,486,2025-06-09,7200.29,Groceries,Offline
246,51,2025-03-30,3559.33,Travel,Online
247,131,2024-12-26,3740.09,Travel,Offline
248,390,2025-02-16,5216.14,Electronics,Online
249,120,2024-06-30,7179.36,Fashion,Online
250,142,2025-02-04,2523.47,Groceries,Online
251,264,2025-03-02,2789.26,Electronics,Online
252,289,2024-06-29,9258.26,Groceries,Offline
253,42,2025-03-16,4494.54,Fashion,Offline
254,107,2025-02-25,232.8,Groceries,Offline
255,381,2024-09-17,5590.06,Dining,Online
256,238,2025-05-17,2780.49,Electronics,Online
257,493,2025-02-05,6792.94,Groceries,Online
258,362,2024-12-07,5288.63,Fashion,Online
259,307,2024-12-18,9274.43,Electronics,Offline
260,8,2024-11-06,2288.21,Travel,Offline
261,464,2024-07-06,1076.86,Travel,Offline
262,414,2024-08-23,2626.7,Fashion,Offline
263,330,2024-12-13,4363.63,Groceries,Offline
264,36,2024-07-24,1015.57,Electronics,Online
265,91,2025-03-07,9802.81,Travel,Offline
266,103,2024-10-19,5990.13,Groceries,Offline
267,470,2024-08-15,7920.15,Travel,Online
268,76,2025-01-28,8837.75,Travel,Offline
269,221,2025-03-21,8082.82,Dining,Offline
270,311,2025-03-12,9068.12,Dining,Online
271,319,2025-01-23,5956.39,Travel,Online
272,299,2025-04-14,5400.56,Groceries,Offline
273,279,2024-10-28,7844.52,Electronics,Offline
274,73,2024-12-01,2709.88,Electronics,Offline
275,466,2025-03-28,2961.12,Travel,Online
276,166,2025-04-24,4517.96,Travel,Online
277,85,2024-09-28,460.71,Travel,Online
278,73,2024-12-04,421.57,Dining,Online
279,331,2025-05-02,9023.46,Electronics,Offline
280,404,2025-03-16,362.35,Travel,Offline
281,110,2025-04-15,625.64,Travel,Online
282,463,2024-08-19,1447.13,Travel,Offline
283,214,2024-09-28,7779.7,Travel,Offline
284,234,2024-10-08,1421.66,Groceries,Online
285,293,2025-02-26,7638.93,Travel,Offline
286,439,2025-06-23,1512.92,Groceries,Offline
287,397,2024-08-04,1579.7,Fashion,Online
288,170,2025-05-12,8144.16,Fashion,Offline
289,175,2024-06-28,1983.3,Groceries,Offline
290,209,2024-10-27,715.16,Dining,Online
291,251,2025-01-17,284.79,Groceries,Online
292,408,2024-07-21,8725.17,Groceries,Offline
293,339,2024-07-18,1414.08,Fashion,Offline
294,201,2025-04-22,6275.16,Fashion,Online
295,77,2024-12-25,3209.81,Travel,Online
296,451,2025-05-27,3105.48,Groceries,Online
297,360,2024-10-01,3503.68,Groceries,Offline
298,135,2025-02-15,972.51,Groceries,Offline
299,208,2024-06-30,7523.38,Fashion,Online
300,201,2025-04-05,1177.68,Groceries,Offline
301,256,2024-07-19,8525.14,Groceries,Offline
302,176,2025-02-21,5505.53,Travel,Online
303,373,2024-07-28,1346.16,Travel,Offline
304,351,2025-02-28,6399.82,Fashion,Offline
305,219,2024-09-01,7662.05,Dining,Offline
306,271,2025-03-08,3725.09,Electronics,Online
307,250,2025-03-09,5871.63,Groceries,Offline
308,183,2024-11-26,6512.62,Travel,Online
309,353,2025-04-06,3763.79,Fashion,Offline
310,304,2024-08-26,7545.51,Dining,Offline
311,415,2025-05-14,223.67,Electronics,Offline
312,9,2025-05-31,1718.88,Groceries,Online
313,217,2024-11-27,2502.05,Dining,Online
314,452,2024-10-07,861.75,Dining,Offline
315,61,2025-02-16,339.03,Travel,Online
316,25,2024-09-05,2811.9,Electronics,Offline
317,159,2025-06-21,5608.15,Electronics,Offline
318,197,2025-01-18,4246.52,Electronics,Online
319,30,2024-11-12,789.36,Groceries,Offline
320,358,2024-07-18,562.75,Travel,Offline
321,140,2024-10-27,5533.53,Electronics,Online
322,192,2025-01-20,9599.35,Groceries,Offline
323,341,2024-10-13,6593.05,Travel,Offline
324,142,2025-04-28,4728.74,Travel,Offline
325,172,2024-06-29,5349.59,Dining,Offline
326,126,2025-05-05,4599.97,Travel,Offline
327,373,2025-03-05,2275.86,Groceries,Offline
328,219,2025-04-25,8734.46,Travel,Online
329,4,2024-08-18,959.19,Fashion,Offline
330,308,2024-11-16,9616.26,Travel,Offline
331,408,2024-06-29,3707.37,Groceries,Online
332,255,2025-05-27,8787.32,Electronics,Offline
333,37,2024-12-08,4870.7,Groceries,Offline
334,176,2025-04-28,7431.6,Groceries,Online
335,225,2024-09-18,565.89,Groceries,Offline
336,469,2025-05-25,5120.2,Groceries,Offline
337,184,2025-06-21,5868.48,Groceries,Offline
338,463,2025-05-12,2587.89,Travel,Offline
339,41,2024-10-15,8438.24,Dining,Online
340,347,2024-08-14,6572.8,Fashion,Offline
341,385,2024-07-19,7975.52,Travel,Online
342,33,2025-05-16,3501.91,Groceries,Online
343,487,2024-11-21,4633.28,Dining,Online
344,68,2024-11-09,4975.03,Electronics,Offline
345,242,2024-09-15,2968.67,Electronics,Offline
346,138,2025-02-10,6147.45,Dining,Online
347,119,2024-08-17,3050.79,Dining,Online
348,280,2025-04-30,5709.31,Travel,Online
349,214,2024-09-13,8376.72,Groceries,Online
350,250,2025-03-26,4128.6,Dining,Offline
351,135,2025-02-12,1388.2,Dining,Online
352,285,2025-01-11,9826.21,Dining,Offline
353,194,2025-02-18,865.13,Travel,Offline
354,65,2025-05-04,8317.38,Travel,Offline
355,499,2024-11-20,9996.83,Dining,Online
356,356,2025-01-26,6277.72,Fashion,Offline
357,226,2025-05-11,6343.78,Electronics,Offline
358,435,2025-06-19,8757.3,Travel,Offline
359,453,2024-07-07,1738.69,Electronics,Offline
360,371,2025-04-02,5859.61,Groceries,Offline
361,82,2025-01-31,609.27,Electronics,Online
362,476,2025-04-20,628.79,Groceries,Online
363,108,2024-11-02,3280.54,Travel,Online
364,474,2025-06-25,9346.69,Travel,Online
365,409,2025-03-30,9635.11,Groceries,Offline
366,358,2025-04-28,2487.94,Electronics,Online
367,446,2024-07-11,9680.61,Travel,Offline
368,195,2024-12-08,7556.24,Travel,Offline
369,132,2024-08-09,3809.63,Electronics,Offline
370,417,2025-03-09,8221.5,Groceries,Online
371,359,2025-01-01,2360.63,Fashion,Online
372,64,2025-04-16,6636.84,Dining,Online
373,462,2024-06-28,1714.43,Fashion,Online
374,337,2024-09-18,1414.02,Dining,Online
375,155,2025-03-16,260.6,Travel,Online
376,93,2025-06-13,6809.82,Travel,Offline
377,482,2024-11-23,485.94,Electronics,Online
378,480,2025-03-31,7623.96,Electronics,Offline
379,476,2025-03-02,7210.99,Travel,Online
380,33,2025-01-26,6579.02,Fashion,Online
381,177,2024-09-20,2297.39,Dining,Online
382,223,2024-07-31,4812.18,Fashion,Online
383,34,2025-04-14,408.04,Groceries,Online
384,423,2024-10-12,2727.22,Dining,Online
385,449,2024-12-14,5147.05,Travel,Online
386,292,2024-10-11,7890.0,Travel,Offline
387,229,2025-04-24,1414.88,Groceries,Offline
388,330,2025-05-08,203.02,Fashion,Online
389,316,2024-09-03,5524.3,Dining,Offline
390,125,2025-04-25,6564.91,Groceries,Offline
391,176,2025-02-09,3072.35,Dining,Offline
392,264,2024-10-01,5306.88,Travel,Offline
393,86,2025-05-03,1607.81,Fashion,Offline
394,476,2024-10-29,1722.9,Electronics,Online
395,412,2025-02-27,2462.98,Electronics,Offline
396,394,2024-10-09,5846.62,Travel,Online
397,83,2025-03-08,8771.85,Dining,Online
398,439,2024-08-26,2403.23,Dining,Offline
399,73,2025-04-27,7665.67,Fashion,Offline
400,274,2025-02-15,9722.46,Groceries,Online
401,151,2024-10-03,3912.71,Electronics,Online
402,402,2024-09-23,5721.61,Fashion,Offline
403,296,2025-04-17,2012.09,Fashion,Online
404,379,2024-07-03,8128.0,Electronics,Online
405,64,2025-05-27,1142.43,Dining,Online
406,265,2025-04-07,8547.22,Travel,Online
407,90,2024-12-22,439.38,Groceries,Offline
408,120,2024-07-31,2494.81,Fashion,Offline
409,109,2025-06-14,4893.96,Groceries,Online
410,4,2025-03-26,8734.2,Fashion,Online
411,152,2025-06-16,7938.39,Travel,Online
412,190,2024-09-12,6129.69,Dining,Offline
413,171,2024-12-25,1758.08,Travel,Offline
414,108,2025-06-02,2752.71,Fashion,Offline
415,239,2024-07-31,925.77,Electronics,Offline
416,55,2024-07-05,5943.32,Groceries,Online
417,419,2025-02-25,5903.71,Dining,Offline
418,360,2025-06-25,5196.91,Dining,Online
419,436,2025-04-23,1121.05,Dining,Offline
420,295,2024-10-22,8140.11,Electronics,Online
421,125,2025-01-14,5732.74,Groceries,Offline
422,125,2024-11-01,5250.63,Groceries,Online
423,378,2024-12-09,8813.17,Electronics,Offline
424,181,2024-09-07,6812.01,Groceries,Online
425,269,2024-09-05,9345.64,Fashion,Offline
426,440,2025-01-28,7001.66,Electronics,Offline
427,393,2024-07-12,5703.18,Groceries,Offline
428,134,2025-02-28,2446.04,Electronics,Online
429,398,2024-08-16,4518.73,Dining,Online
430,110,2025-05-04,4099.62,Dining,Online
431,242,2024-09-18,3744.17,Groceries,Offline
432,372,2025-01-01,4372.97,Dining,Offline
433,161,2025-04-01,1714.96,Groceries,Online
434,310,2025-05-05,2925.65,Groceries,Offline
435,236,2024-08-25,7516.9,Fashion,Offline
436,183,2024-07-04,4947.09,Groceries,Offline
437,404,2025-01-10,4686.45,Dining,Offline
438,125,2025-06-01,8394.65,Fashion,Online
439,153,2025-03-04,602.51,Electronics,Online
440,167,2025-03-25,9878.48,Dining,Online
441,261,2024-08-14,651.24,Fashion,Online
442,146,2024-09-12,7259.03,Fashion,Offline
443,260,2024-09-20,7625.9,Groceries,Offline
444,361,2024-08-14,9493.27,Travel,Offline
445,316,2025-02-06,8868.0,Dining,Online
446,297,2024-10-30,9950.17,Travel,Offline
447,372,2024-09-24,2236.91,Dining,Online
448,313,2024-09-28,1051.03,Fashion,Offline
449,109,2025-02-21,8121.68,Dining,Offline
450,207,2025-06-06,5810.88,Electronics,Online
451,171,2025-05-06,8825.05,Electronics,Online
452,404,2024-07-24,9621.61,Fashion,Online
453,106,2025-06-01,5209.4,Travel,Offline
454,449,2025-03-26,8834.39,Electronics,Online
455,297,2025-06-25,3938.42,Dining,Online
456,305,2025-01-09,6520.47,Travel,Offline
457,106,2025-03-04,4633.21,Fashion,Online
458,479,2024-10-15,5955.61,Fashion,Offline
459,238,2024-07-14,4756.88,Dining,Offline
460,477,2024-07-08,9682.86,Travel,Offline
461,487,2024-09-16,1380.84,Fashion,Online
462,251,2024-12-28,3091.82,Electronics,Online
463,281,2025-03-22,2994.61,Groceries,Offline
464,372,2025-04-02,7038.76,Fashion,Online
465,476,2025-04-04,9489.51,Groceries,Offline
466,281,2024-08-07,4278.51,Groceries,Online
467,459,2025-02-15,9180.92,Groceries,Online
468,369,2024-10-16,6231.59,Dining,Online
469,371,2024-07-05,314.24,Travel,Offline
470,436,2025-04-14,9673.41,Dining,Offline
471,52,2024-08-21,7743.14,Fashion,Online
472,131,2024-10-06,7932.21,Travel,Online
473,392,2024-08-29,3121.84,Travel,Offline
474,106,2025-05-10,9426.43,Electronics,Offline
475,83,2024-09-20,9875.8,Travel,Online
476,473,2025-06-05,8874.17,Groceries,Offline
477,369,2024-12-16,8125.22,Electronics,Offline
478,242,2024-12-05,4109.63,Travel,Offline
479,416,2024-12-28,7455.77,Fashion,Offline
480,419,2024-09-15,9921.53,Travel,Offline
481,175,2025-01-22,6322.56,Electronics,Offline
482,252,2025-03-18,2810.72,Groceries,Offline
483,93,2024-08-01,621.69,Electronics,Offline
484,353,2024-07-07,4504.16,Electronics,Online
485,34,2024-12-29,8210.84,Electronics,Online
486,364,2025-03-22,4833.13,Fashion,Online
487,70,2024-11-15,5572.99,Fashion,Online
488,45,2025-04-22,7763.77,Groceries,Online
489,118,2025-02-04,9989.14,Fashion,Offline
490,486,2024-11-21,926.4,Travel,Offline
491,304,2024-08-06,6389.87,Groceries,Online
492,296,2025-05-01,1500.62,Groceries,Online
493,325,2024-07-12,233.46,Groceries,Offline
494,218,2024-10-01,7257.65,Dining,Online
495,203,2025-04-28,3192.61,Dining,Online
496,424,2025-03-25,685.69,Electronics,Offline
497,170,2025-01-09,1021.03,Electronics,Offline
498,437,2025-01-11,2205.43,Travel,Online
499,468,2025-03-28,7726.72,Groceries,Online
500,191,2025-05-24,3350.0,Fashion,Offline
501,349,2024-06-27,310.15,Groceries,Offline
502,439,2025-06-10,829.74,Dining,Offline
503,56,2024-12-01,6520.96,Groceries,Offline
504,100,2025-04-13,7820.11,Dining,Online
505,443,2024-09-03,8565.06,Dining,Offline
506,342,2025-06-04,5112.43,Electronics,Online
507,56,2024-09-23,7241.64,Travel,Online
508,195,2024-09-27,2961.08,Electronics,Offline
509,295,2025-02-05,3745.13,Travel,Online
510,412,2024-08-24,6581.38,Dining,Offline
511,44,2024-08-10,4503.6,Dining,Offline
512,29,2025-01-06,8440.47,Travel,Online
513,487,2024-08-21,2981.58,Groceries,Online
514,350,2025-04-28,7731.59,Fashion,Offline
515,168,2025-06-22,1297.24,Groceries,Offline
516,174,2024-12-01,721.58,Dining,Offline
517,387,2025-02-09,6132.77,Dining,Offline
518,336,2025-03-27,2976.16,Travel,Online
519,90,2024-10-17,8689.2,Electronics,Offline
520,413,2024-11-06,711.94,Travel,Offline
521,489,2024-07-25,5492.15,Fashion,Offline
522,276,2024-08-10,9705.33,Dining,Offline
523,40,2025-02-02,9269.98,Travel,Offline
524,339,2024-11-02,7007.91,Dining,Online
525,383,2024-12-18,3889.11,Groceries,Online
526,173,2024-08-02,4140.44,Dining,Offline
527,498,2024-09-15,7148.5,Electronics,Offline
528,451,2025-06-07,7111.84,Electronics,Online
529,133,2024-10-14,935.7,Fashion,Offline
530,426,2024-10-27,6225.34,Groceries,Online
531,45,2025-04-28,1701.68,Fashion,Offline
532,70,2025-05-04,9300.05,Groceries,Offline
533,193,2024-08-28,4464.4,Electronics,Online
534,202,2024-08-14,597.52,Travel,Online
535,379,2025-02-09,1600.37,Groceries,Online
536,331,2024-08-10,1988.3,Electronics,Online
537,160,2025-04-29,7510.14,Dining,Online
538,158,2025-02-01,2757.66,Travel,Online
539,442,2025-03-12,3318.86,Travel,Offline
540,170,2025-05-15,9150.09,Travel,Online
541,498,2025-04-23,999.98,Dining,Offline
542,318,2024-10-13,2005.93,Dining,Offline
543,209,2025-06-21,4979.49,Electronics,Online
544,244,2024-12-15,8598.17,Electronics,Online
545,19,2025-04-08,8777.53,Travel,Online
546,443,2024-09-13,9704.0,Travel,Offline
547,405,2024-12-08,8236.9,Groceries,Online
548,343,2025-01-16,3211.92,Fashion,Offline
549,323,2024-07-03,6201.91,Electronics,Offline
550,302,2024-07-29,9827.44,Electronics,Offline
551,339,2024-12-13,1168.07,Groceries,Online
552,458,2024-08-14,595.28,Dining,Online
553,435,2025-03-31,8030.3,Travel,Offline
554,243,2024-08-19,8567.51,Fashion,Offline
555,328,2025-01-22,2062.68,Travel,Online
556,486,2024-11-26,4463.39,Electronics,Offline
557,395,2024-12-28,7776.43,Fashion,Offline
558,454,2025-05-04,8357.99,Travel,Offline
559,269,2025-05-27,7381.54,Electronics,Offline
560,76,2024-07-20,6010.39,Travel,Offline
561,400,2024-12-21,9284.06,Fashion,Offline
562,375,2024-07-03,5773.03,Groceries,Offline
563,23,2024-12-16,8748.19,Travel,Offline
564,474,2024-07-17,8682.42,Dining,Online
565,416,2025-06-24,5785.08,Groceries,Online
566,366,2024-09-18,1417.46,Groceries,Offline
567,47,2024-08-12,1651.37,Dining,Offline
568,197,2024-11-28,9464.74,Groceries,Online
569,2,2024-07-17,5342.42,Groceries,Online
570,34,2025-01-28,8543.02,Dining,Online
571,340,2025-04-01,7215.45,Fashion,Offline
572,400,2024-10-06,3675.59,Groceries,Online
573,306,2024-07-21,5122.25,Electronics,Online
574,172,2024-09-26,6570.63,Fashion,Offline
575,59,2025-01-07,2709.94,Fashion,Online
576,337,2024-08-30,3060.61,Electronics,Online
577,53,2024-08-22,9180.16,Fashion,Offline
578,396,2025-03-29,8022.08,Dining,Offline
579,349,2025-02-09,9735.4,Electronics,Offline
580,432,2025-03-31,3457.0,Fashion,Offline
